eval,fitness,chem,dyn
1,0.998983,1.000000,0.997459
2,0.709766,0.520000,0.994414
3,0.904639,1.000000,0.761597
4,0.711943,0.520000,0.999857
5,0.709769,0.520000,0.994423
6,0.999714,1.000000,0.999285
7,0.992490,1.000000,0.981226
8,0.999718,1.000000,0.999295
9,0.860811,1.000000,0.652027
10,0.999187,1.000000,0.997968
11,0.917972,1.000000,0.794931
12,0.997538,1.000000,0.993845
13,0.999320,1.000000,0.998301
14,0.999667,1.000000,0.999168
15,0.998454,1.000000,0.996134
16,0.998078,1.000000,0.995196
17,0.996184,1.000000,0.990459
18,0.952104,1.000000,0.880260
19,0.961261,1.000000,0.903152
20,0.911718,1.000000,0.779296
21,0.600462,0.448276,0.828742
22,0.999603,1.000000,0.999007
23,0.992696,1.000000,0.981741
24,0.963395,1.000000,0.908488
25,0.975797,1.000000,0.939493
26,0.548219,0.259259,0.981659
27,0.711780,0.520000,0.999451
28,0.998527,1.000000,0.996318
29,0.999829,1.000000,0.999573
30,0.662128,0.520000,0.875321
31,0.870897,1.000000,0.677243
32,0.999925,1.000000,0.999811
33,0.998663,1.000000,0.996657
34,0.901222,1.000000,0.753055
35,0.999338,1.000000,0.998344
36,0.996864,1.000000,0.992161
37,0.999617,1.000000,0.999042
38,0.912551,1.000000,0.781376
39,0.555127,0.259259,0.998929
40,0.537736,0.259259,0.955451
41,0.982020,1.000000,0.955050
42,0.999381,1.000000,0.998453
43,0.999975,1.000000,0.999937
44,0.999083,1.000000,0.997708
45,0.998783,1.000000,0.996958
46,0.998988,1.000000,0.997471
47,0.999580,1.000000,0.998949
48,0.996605,1.000000,0.991511
49,0.999629,1.000000,0.999074
50,0.999691,1.000000,0.999227
51,0.999851,1.000000,0.999628
52,0.999553,1.000000,0.998881
53,0.998954,1.000000,0.997384
54,0.994195,1.000000,0.985487
55,0.999639,1.000000,0.999097
56,0.999059,1.000000,0.997647
57,0.999680,1.000000,0.999201
58,0.997937,1.000000,0.994842
59,0.898438,1.000000,0.746095
60,0.534872,0.259259,0.948291
61,0.999463,1.000000,0.998658
62,0.996210,1.000000,0.990524
63,0.555333,0.259259,0.999444
64,0.901774,1.000000,0.754436
65,0.705742,0.520000,0.984354
66,0.999516,1.000000,0.998791
67,0.999262,1.000000,0.998156
68,0.681045,0.520000,0.922612
69,0.711640,0.520000,0.999101
70,0.987716,1.000000,0.969290
71,0.999944,1.000000,0.999859
72,0.910835,1.000000,0.777087
73,0.999518,1.000000,0.998795
74,0.593444,0.464286,0.787181
75,0.995644,1.000000,0.989109
76,0.555207,0.259259,0.999129
77,0.711603,0.520000,0.999007
78,0.993275,1.000000,0.983187
79,0.996790,1.000000,0.991974
80,0.996180,1.000000,0.990450
81,0.994442,1.000000,0.986106
82,0.555285,0.259259,0.999325
83,0.711083,0.520000,0.997708
84,0.906515,1.000000,0.766287
85,0.997928,1.000000,0.994820
86,0.711511,0.520000,0.998777
87,0.999273,1.000000,0.998182
88,0.988185,1.000000,0.970462
89,0.933073,1.000000,0.832683
90,0.555023,0.259259,0.998669
91,0.465730,0.259259,0.775436
92,0.999742,1.000000,0.999354
93,0.535986,0.259259,0.951077
94,0.998894,1.000000,0.997236
95,0.992181,1.000000,0.980452
96,0.969765,1.000000,0.924412
97,0.998419,1.000000,0.996046
98,0.999314,1.000000,0.998284
99,0.997709,1.000000,0.994272
100,0.983356,1.000000,0.958389
101,0.991315,1.000000,0.978288
102,0.899114,1.000000,0.747786
103,0.910540,1.000000,0.776351
104,0.622424,0.520000,0.776059
105,0.893375,1.000000,0.733438
106,0.555125,0.259259,0.998923
107,0.978369,1.000000,0.945923
108,0.999656,1.000000,0.999139
109,0.711642,0.520000,0.999104
110,0.915700,1.000000,0.789250
111,0.996208,1.000000,0.990520
112,0.995773,1.000000,0.989432
113,0.883073,1.000000,0.707682
114,0.999123,1.000000,0.997808
115,0.547089,0.259259,0.978833
116,0.995320,1.000000,0.988301
117,0.554552,0.259259,0.997492
118,0.617974,0.520000,0.764934
119,0.935299,1.000000,0.838247
120,0.997270,1.000000,0.993175
121,0.988855,1.000000,0.972139
122,0.900950,1.000000,0.752376
123,0.999818,1.000000,0.999546
