eval,fitness,chem,dyn
1,0.806770,0.680000,0.996925
2,0.711749,0.520000,0.999374
3,0.709829,0.520000,0.994573
4,0.777586,0.629630,0.999521
5,0.710936,0.520000,0.997340
6,0.983309,1.000000,0.958274
7,0.704460,0.680000,0.741149
8,0.703237,0.520000,0.978091
9,0.888600,1.000000,0.721501
10,0.869406,1.000000,0.673514
11,0.639882,0.520000,0.819706
12,0.518295,0.259259,0.906849
13,0.999858,1.000000,0.999645
14,0.807384,0.680000,0.998460
15,0.657928,0.680000,0.624819
16,0.692457,0.520000,0.951143
17,0.562831,0.520000,0.627076
18,0.998293,1.000000,0.995733
19,0.762523,0.629630,0.961863
20,0.704857,0.680000,0.742144
21,0.807740,0.680000,0.999351
22,0.710669,0.520000,0.996671
23,0.554589,0.259259,0.997585
24,0.624571,0.520000,0.781428
25,0.704233,0.520000,0.980581
26,0.710954,0.520000,0.997384
27,0.775765,0.629630,0.994968
28,0.710560,0.520000,0.996400
29,0.701672,0.680000,0.734180
30,0.678148,0.464286,0.998941
31,0.710825,0.520000,0.997063
32,0.707839,0.520000,0.989597
33,0.554457,0.259259,0.997254
34,0.468373,0.259259,0.782044
35,0.551335,0.259259,0.989448
36,0.555357,0.259259,0.999504
37,0.807126,0.680000,0.997816
38,0.640486,0.520000,0.821214
39,0.710067,0.520000,0.995167
40,0.555465,0.259259,0.999773
41,0.555435,0.259259,0.999699
42,0.555067,0.259259,0.998778
43,0.733193,0.680000,0.812984
44,0.999825,1.000000,0.999562
45,0.678230,0.464286,0.999147
46,0.543087,0.259259,0.968829
47,0.711481,0.520000,0.998703
48,0.668921,0.448276,0.999889
49,0.711918,0.520000,0.999795
50,0.554814,0.259259,0.998146
51,0.637233,0.520000,0.813082
52,0.758414,0.680000,0.876035
53,0.667078,0.448276,0.995282
54,0.591845,0.520000,0.699613
55,0.803985,0.680000,0.989964
56,0.993374,1.000000,0.983436
57,0.711932,0.520000,0.999830
58,0.555079,0.259259,0.998808
59,0.637186,0.520000,0.812966
60,0.480334,0.259259,0.811945
61,0.999796,1.000000,0.999491
62,0.667537,0.448276,0.996430
63,0.703214,0.520000,0.978034
64,0.677970,0.464286,0.998497
65,0.555370,0.259259,0.999536
66,0.518515,0.259259,0.907398
67,0.646938,0.520000,0.837345
68,0.677886,0.520000,0.914715
69,0.608151,0.520000,0.740377
70,0.340475,0.259259,0.462299
71,0.992734,1.000000,0.981836
72,0.677601,0.464286,0.997573
73,0.711822,0.520000,0.999554
74,0.588520,0.520000,0.691299
75,0.499248,0.259259,0.859230
76,0.705299,0.520000,0.983246
77,0.710606,0.520000,0.996515
78,0.933203,1.000000,0.833007
79,0.988494,1.000000,0.971234
80,0.806403,0.680000,0.996007
81,0.659507,0.520000,0.868767
82,0.730673,0.680000,0.806682
83,0.668368,0.448276,0.998505
84,0.555440,0.259259,0.999711
85,0.702446,0.520000,0.976115
86,0.554048,0.259259,0.996231
87,0.997733,1.000000,0.994333
88,0.803275,0.680000,0.988187
89,0.587009,0.520000,0.687522
90,0.837507,0.733333,0.993767
91,0.604484,0.464286,0.814780
92,0.711216,0.520000,0.998040
93,0.807369,0.680000,0.998422
94,0.995823,1.000000,0.989558
95,0.930168,1.000000,0.825419
96,0.807100,0.680000,0.997750
97,0.555150,0.259259,0.998985
98,0.477111,0.259259,0.803889
99,0.983370,1.000000,0.958425
100,0.474254,0.259259,0.796745
101,0.552868,0.259259,0.993280
102,0.805239,0.680000,0.993098
103,0.711729,0.520000,0.999323
104,0.555153,0.259259,0.998993
105,0.704807,0.680000,0.742019
106,0.684755,0.520000,0.931887
107,0.607541,0.520000,0.738852
108,0.730020,0.680000,0.805049
109,0.807185,0.680000,0.997962
110,0.807931,0.680000,0.999828
111,0.606968,0.520000,0.737421
112,0.683618,0.520000,0.929044
113,0.665094,0.448276,0.990320
114,0.806209,0.680000,0.995523
115,0.676781,0.464286,0.995524
116,0.478965,0.259259,0.808523
117,0.547989,0.259259,0.981084
118,0.705573,0.520000,0.983934
119,0.739416,0.680000,0.828541
120,0.630468,0.520000,0.796171
121,0.710815,0.520000,0.997038
122,0.710846,0.520000,0.997114
123,0.937379,1.000000,0.843448
124,0.996929,1.000000,0.992322
125,0.555499,0.259259,0.999858
126,0.710946,0.520000,0.997366
127,0.919554,1.000000,0.798885
128,0.873647,1.000000,0.684118
129,0.998772,1.000000,0.996929
130,0.677684,0.464286,0.997782
131,0.554442,0.259259,0.997217
132,0.457933,0.259259,0.755944
133,0.998973,1.000000,0.997432
134,0.839208,0.733333,0.998020
135,0.540093,0.259259,0.961343
136,0.517237,0.259259,0.904203
137,0.712017,0.629630,0.835598
138,0.806188,0.680000,0.995471
139,0.710577,0.520000,0.996441
140,0.707622,0.520000,0.989056
141,0.775560,0.629630,0.994456
142,0.708270,0.520000,0.990675
143,0.550055,0.259259,0.986248
144,0.807862,0.680000,0.999656
145,0.807111,0.680000,0.997778
146,0.975119,1.000000,0.937797
147,0.365972,0.259259,0.526041
148,0.530128,0.259259,0.936430
149,0.470372,0.259259,0.787042
150,0.554174,0.259259,0.996546
151,0.709296,0.520000,0.993240
152,0.596498,0.520000,0.711244
153,0.471991,0.259259,0.791090
154,0.554429,0.259259,0.997184
155,0.906318,1.000000,0.765795
156,0.555142,0.259259,0.998965
157,0.641330,0.520000,0.823324
158,0.777151,0.629630,0.998433
159,0.700827,0.520000,0.972067
160,0.997576,1.000000,0.993940
161,0.806283,0.680000,0.995707
162,0.506188,0.259259,0.876581
163,0.554701,0.259259,0.997864
164,0.702691,0.520000,0.976727
165,0.893940,1.000000,0.734849
166,0.759701,0.629630,0.954809
167,0.683950,0.520000,0.929876
168,0.711440,0.520000,0.998600
169,0.693325,0.520000,0.953313
170,0.543576,0.259259,0.970052
171,0.708297,0.520000,0.990743
172,0.667917,0.520000,0.889792
173,0.997722,1.000000,0.994304
174,0.707069,0.520000,0.987673
175,0.555342,0.259259,0.999467
176,0.554926,0.259259,0.998425
177,0.552628,0.259259,0.992682
178,0.774096,0.629630,0.990795
179,0.552479,0.259259,0.992310
180,0.632439,0.520000,0.801096
181,0.554881,0.259259,0.998315
182,0.711560,0.520000,0.998900
183,0.538405,0.259259,0.957124
184,0.670133,0.680000,0.655333
185,0.766899,0.629630,0.972803
186,0.551939,0.259259,0.990959
187,0.998281,1.000000,0.995704
188,0.553111,0.259259,0.993889
189,0.771886,0.629630,0.985271
190,0.706925,0.520000,0.987313
191,0.838768,0.733333,0.996921
192,0.555174,0.259259,0.999047
193,0.805595,0.680000,0.993988
194,0.711907,0.520000,0.999767
195,0.555501,0.259259,0.999864
196,0.770792,0.629630,0.982536
197,0.655758,0.520000,0.859396
198,0.776234,0.629630,0.996140
199,0.649188,0.520000,0.842971
200,0.554198,0.259259,0.996606
201,0.658182,0.520000,0.865454
202,0.932450,1.000000,0.831126
203,0.506908,0.259259,0.878382
204,0.554511,0.259259,0.997387
205,0.668257,0.448276,0.998229
206,0.807875,0.680000,0.999687
207,0.993998,1.000000,0.984995
208,0.999368,1.000000,0.998419
209,0.706337,0.520000,0.985842
210,0.711442,0.520000,0.998605
211,0.999602,1.000000,0.999005
212,0.548114,0.259259,0.981397
213,0.672240,0.464286,0.984171
214,0.739535,0.680000,0.828838
215,0.555441,0.259259,0.999713
216,0.555169,0.259259,0.999034
217,0.806213,0.680000,0.995532
218,0.475033,0.259259,0.798695
219,0.554682,0.259259,0.997816
220,0.667172,0.520000,0.887929
221,0.774213,0.629630,0.991089
222,0.709981,0.520000,0.994952
223,0.807793,0.680000,0.999482
224,0.916323,1.000000,0.790808
225,0.699304,0.520000,0.968260
226,0.688362,0.629630,0.776460
227,0.659859,0.520000,0.869648
228,0.999343,1.000000,0.998358
229,0.992386,1.000000,0.980966
230,0.652414,0.520000,0.851034
231,0.553441,0.259259,0.994713
232,0.708324,0.520000,0.990811
233,0.516141,0.259259,0.901464
234,0.708915,0.520000,0.992287
235,0.703321,0.629630,0.813859
236,0.650582,0.520000,0.846456
237,0.555439,0.259259,0.999708
238,0.465450,0.259259,0.774736
239,0.554060,0.259259,0.996261
240,0.730204,0.680000,0.805510
241,0.552876,0.259259,0.993301
242,0.555155,0.259259,0.998998
243,0.551034,0.259259,0.988697
244,0.576104,0.520000,0.660259
245,0.678159,0.464286,0.998970
246,0.711899,0.520000,0.999748
247,0.999821,1.000000,0.999553
248,0.999040,1.000000,0.997599
249,0.484123,0.259259,0.821418
250,0.554767,0.259259,0.998028
251,0.457898,0.259259,0.755856
252,0.650233,0.520000,0.845584
253,0.555171,0.259259,0.999038
254,0.646229,0.520000,0.835571
255,0.707895,0.520000,0.989736
256,0.987654,1.000000,0.969134
257,0.999576,1.000000,0.998939
258,0.999844,1.000000,0.999610
259,0.706067,0.520000,0.985169
260,0.987417,1.000000,0.968543
261,0.676941,0.464286,0.995923
262,0.588769,0.520000,0.691922
263,0.436352,0.259259,0.701992
264,0.555098,0.259259,0.998856
265,0.553874,0.259259,0.995796
266,0.706185,0.520000,0.985462
267,0.997911,1.000000,0.994778
268,0.648084,0.520000,0.840210
269,0.691115,0.520000,0.947788
270,0.751553,0.629630,0.934438
