eval,fitness,chem,dyn
1,0.805214,0.680000,0.993034
2,0.673627,0.464286,0.987639
3,0.667003,0.629630,0.723063
4,0.617273,0.520000,0.763183
5,0.829991,0.733333,0.974977
6,0.599948,0.520000,0.719870
7,0.711283,0.520000,0.998207
8,0.711153,0.520000,0.997883
9,0.496493,0.259259,0.852344
10,0.774755,0.629630,0.992444
11,0.959745,1.000000,0.899363
12,0.999913,1.000000,0.999782
13,0.515870,0.259259,0.900786
14,0.637092,0.629630,0.648285
15,0.607371,0.520000,0.738427
16,0.695248,0.520000,0.958120
17,0.707894,0.520000,0.989735
18,0.606766,0.520000,0.736914
19,0.674598,0.520000,0.906495
20,0.807619,0.680000,0.999049
21,0.555444,0.259259,0.999721
22,0.644585,0.520000,0.831462
23,0.555361,0.259259,0.999514
24,0.450539,0.259259,0.737459
25,0.611702,0.448276,0.856841
26,0.709384,0.629630,0.829016
27,0.776464,0.629630,0.996716
28,0.654765,0.448276,0.964498
29,0.537196,0.520000,0.562991
30,0.554619,0.259259,0.997660
31,0.775826,0.629630,0.995119
32,0.999371,1.000000,0.998428
33,0.491517,0.259259,0.839903
34,0.555498,0.259259,0.999856
35,0.711826,0.520000,0.999564
36,0.999897,1.000000,0.999742
37,0.992881,1.000000,0.982202
38,0.711834,0.520000,0.999586
39,0.837781,0.733333,0.994453
40,0.710033,0.629630,0.830638
41,0.999893,1.000000,0.999733
42,0.594430,0.464286,0.789646
43,0.555272,0.259259,0.999291
44,0.999355,1.000000,0.998387
45,0.694999,0.520000,0.957498
46,0.423806,0.259259,0.670626
47,0.807309,0.680000,0.998272
48,0.999734,1.000000,0.999336
49,0.711811,0.520000,0.999528
50,0.700411,0.520000,0.971026
51,0.689969,0.520000,0.944923
52,0.711557,0.520000,0.998892
53,0.555550,0.259259,0.999985
54,0.491125,0.259259,0.838923
55,0.999136,1.000000,0.997841
56,0.708557,0.520000,0.991393
57,0.723836,0.680000,0.789591
58,0.999512,1.000000,0.998781
59,0.677896,0.464286,0.998312
60,0.553230,0.259259,0.994186
61,0.724685,0.680000,0.791712
62,0.777587,0.629630,0.999523
63,0.999862,1.000000,0.999656
64,0.534021,0.259259,0.946164
65,0.586655,0.520000,0.686638
66,0.546770,0.259259,0.978037
67,0.555093,0.259259,0.998845
68,0.932154,1.000000,0.830385
69,0.555517,0.259259,0.999904
70,0.802538,0.680000,0.986344
71,0.630301,0.520000,0.795753
72,0.999795,1.000000,0.999487
73,0.773495,0.629630,0.989294
74,0.626054,0.520000,0.785134
75,0.533341,0.259259,0.944465
76,0.550931,0.259259,0.988440
77,0.554050,0.259259,0.996237
78,0.663380,0.464286,0.962022
79,0.768087,0.629630,0.975773
80,0.804646,0.680000,0.991614
81,0.995027,1.000000,0.987568
82,0.554445,0.259259,0.997224
83,0.678367,0.464286,0.999489
84,0.995973,1.000000,0.989931
85,0.996109,1.000000,0.990273
86,0.949360,1.000000,0.873400
87,0.552574,0.259259,0.992545
88,0.997562,1.000000,0.993905
89,0.431254,0.259259,0.689247
90,0.513651,0.259259,0.895240
91,0.613030,0.520000,0.752576
92,0.664128,0.520000,0.880321
93,0.649845,0.520000,0.844613
94,0.711499,0.520000,0.998749
95,0.611844,0.520000,0.749610
96,0.710505,0.520000,0.996263
97,0.555155,0.259259,0.999000
98,0.554753,0.259259,0.997994
99,0.497822,0.259259,0.855667
100,0.924623,1.000000,0.811558
101,0.547194,0.259259,0.979097
102,0.677935,0.464286,0.998409
103,0.586184,0.464286,0.769032
104,0.552374,0.259259,0.992047
105,0.691346,0.520000,0.948366
106,0.807661,0.680000,0.999154
107,0.442424,0.259259,0.717172
108,0.555007,0.259259,0.998628
109,0.705478,0.520000,0.983695
110,0.997820,1.000000,0.994551
111,0.711858,0.520000,0.999645
112,0.555299,0.259259,0.999357
113,0.997082,1.000000,0.992704
114,0.710769,0.520000,0.996924
115,0.770588,0.629630,0.982026
116,0.709729,0.520000,0.994322
117,0.546328,0.259259,0.976930
118,0.669247,0.629630,0.728673
119,0.711680,0.520000,0.999201
120,0.555276,0.259259,0.999302
121,0.604814,0.448276,0.839620
122,0.546785,0.259259,0.978075
123,0.981797,1.000000,0.954493
124,0.668865,0.448276,0.999750
125,0.668424,0.448276,0.998647
126,0.669587,0.464286,0.977539
127,0.686554,0.520000,0.936385
128,0.550014,0.259259,0.986146
129,0.624795,0.520000,0.781989
130,0.555054,0.259259,0.998747
131,0.711914,0.520000,0.999785
132,0.777449,0.629630,0.999179
133,0.549737,0.259259,0.985454
134,0.807383,0.680000,0.998458
135,0.554661,0.259259,0.997763
136,0.453069,0.259259,0.743785
137,0.999617,1.000000,0.999042
138,0.805839,0.680000,0.994598
139,0.998146,1.000000,0.995364
140,0.703357,0.520000,0.978392
141,0.550008,0.259259,0.986130
142,0.711832,0.520000,0.999580
143,0.549009,0.259259,0.983634
144,0.938136,1.000000,0.845340
145,0.807902,0.680000,0.999756
146,0.839399,0.733333,0.998498
147,0.706968,0.520000,0.987420
148,0.677712,0.464286,0.997852
149,0.496541,0.259259,0.852463
150,0.711725,0.520000,0.999313
151,0.550631,0.259259,0.987689
152,0.710148,0.520000,0.995369
153,0.999330,1.000000,0.998324
154,0.711964,0.520000,0.999910
155,0.465148,0.259259,0.773981
156,0.684732,0.520000,0.931830
157,0.997262,1.000000,0.993156
158,0.740829,0.680000,0.832072
159,0.555219,0.259259,0.999160
160,0.998456,1.000000,0.996139
161,0.708357,0.520000,0.990892
162,0.555427,0.259259,0.999679
163,0.806260,0.680000,0.995650
164,0.706424,0.520000,0.986060
165,0.549813,0.259259,0.985644
166,0.711026,0.520000,0.997564
167,0.776200,0.629630,0.996055
168,0.777401,0.629630,0.999058
169,0.999692,1.000000,0.999229
170,0.645389,0.520000,0.833474
171,0.955936,1.000000,0.889840
172,0.555480,0.259259,0.999812
173,0.647242,0.520000,0.838105
174,0.999429,1.000000,0.998571
175,0.725675,0.629630,0.869743
176,0.665973,0.520000,0.884932
177,0.999889,1.000000,0.999723
178,0.897737,1.000000,0.744344
179,0.682430,0.520000,0.926074
180,0.709189,0.520000,0.992973
181,0.470839,0.259259,0.788209
182,0.706674,0.520000,0.986685
183,0.709894,0.520000,0.994735
184,0.700361,0.629630,0.806459
185,0.674192,0.464286,0.989052
186,0.999765,1.000000,0.999412
187,0.551274,0.259259,0.989296
188,0.711559,0.520000,0.998897
189,0.553546,0.259259,0.994977
190,0.807769,0.680000,0.999423
191,0.806567,0.680000,0.996417
192,0.710780,0.520000,0.996950
193,0.798542,0.680000,0.976354
194,0.999449,1.000000,0.998623
195,0.785923,0.680000,0.944807
196,0.550455,0.259259,0.987249
197,0.711267,0.520000,0.998167
198,0.525666,0.259259,0.925275
199,0.709839,0.520000,0.994597
200,0.999276,1.000000,0.998189
201,0.712783,0.629630,0.837514
202,0.998993,1.000000,0.997483
203,0.549454,0.259259,0.984745
204,0.665922,0.448276,0.992391
205,0.676539,0.520000,0.911347
206,0.546621,0.259259,0.977663
207,0.806849,0.680000,0.997124
208,0.534028,0.259259,0.946181
209,0.701062,0.520000,0.972654
210,0.554073,0.259259,0.996293
211,0.761472,0.629630,0.959237
212,0.555037,0.259259,0.998704
213,0.553252,0.259259,0.994242
214,0.624898,0.680000,0.542246
215,0.554991,0.259259,0.998590
216,0.668369,0.448276,0.998508
217,0.803848,0.680000,0.989619
218,0.678390,0.464286,0.999547
219,0.709844,0.520000,0.994609
220,0.554833,0.259259,0.998194
221,0.554479,0.259259,0.997308
222,0.709695,0.520000,0.994238
223,0.472791,0.259259,0.793088
224,0.508351,0.520000,0.490877
225,0.711528,0.520000,0.998821
226,0.710657,0.520000,0.996641
