eval,fitness,chem,dyn
1,0.551626,0.259259,0.990175
2,0.643302,0.520000,0.828254
3,0.711715,0.520000,0.999287
4,0.708611,0.520000,0.991529
5,0.522151,0.259259,0.916488
6,0.711030,0.520000,0.997576
7,0.668362,0.448276,0.998492
8,0.925743,1.000000,0.814357
9,0.538375,0.259259,0.957049
10,0.665810,0.448276,0.992111
11,0.451528,0.259259,0.739931
12,0.655946,0.680000,0.619866
13,0.555547,0.259259,0.999979
14,0.544001,0.448276,0.687588
15,0.711800,0.520000,0.999499
16,0.703174,0.520000,0.977936
17,0.999893,1.000000,0.999733
18,0.555083,0.259259,0.998819
19,0.709022,0.520000,0.992555
20,0.555204,0.259259,0.999122
21,0.553563,0.259259,0.995018
22,0.451623,0.259259,0.740169
23,0.552705,0.259259,0.992874
24,0.607083,0.520000,0.737706
25,0.773821,0.680000,0.914554
26,0.906149,1.000000,0.765372
27,0.860769,1.000000,0.651923
28,0.671242,0.520000,0.898104
29,0.709885,0.520000,0.994712
30,0.773805,0.629630,0.990068
31,0.552051,0.259259,0.991239
32,0.474133,0.259259,0.796445
33,0.897093,1.000000,0.742732
34,0.651596,0.629630,0.684545
35,0.999423,1.000000,0.998557
36,0.697209,0.680000,0.723022
37,0.910389,1.000000,0.775973
38,0.643097,0.520000,0.827743
39,0.555313,0.259259,0.999394
40,0.554793,0.259259,0.998094
41,0.553813,0.259259,0.995644
42,0.711267,0.520000,0.998168
43,0.477517,0.259259,0.804903
44,0.604587,0.520000,0.731467
45,0.555069,0.259259,0.998784
46,0.711413,0.520000,0.998532
47,0.710652,0.520000,0.996629
48,0.555207,0.259259,0.999128
49,0.775363,0.629630,0.993963
50,0.686166,0.520000,0.935415
51,0.550066,0.259259,0.986276
52,0.545099,0.259259,0.973859
53,0.547745,0.259259,0.980475
54,0.989084,1.000000,0.972711
55,0.484675,0.259259,0.822799
56,0.664516,0.448276,0.988877
57,0.670547,0.520000,0.896369
58,0.997975,1.000000,0.994939
59,0.600498,0.464286,0.804817
60,0.553556,0.259259,0.995000
61,0.672267,0.464286,0.984238
62,0.711740,0.520000,0.999351
63,0.997340,1.000000,0.993351
64,0.776930,0.629630,0.997880
65,0.555262,0.259259,0.999267
66,0.992518,1.000000,0.981295
67,0.707205,0.520000,0.988014
68,0.807557,0.680000,0.998893
69,0.711217,0.520000,0.998042
70,0.422758,0.259259,0.668006
71,0.667079,0.448276,0.995285
72,0.504474,0.259259,0.872295
73,0.710714,0.520000,0.996785
74,0.996526,1.000000,0.991316
75,0.999704,1.000000,0.999260
76,0.924826,1.000000,0.812065
77,0.804928,0.680000,0.992321
78,0.654362,0.520000,0.855906
79,0.677095,0.464286,0.996309
80,0.711176,0.520000,0.997940
81,0.982743,1.000000,0.956857
82,0.407405,0.259259,0.629624
83,0.555496,0.259259,0.999850
84,0.553518,0.259259,0.994906
85,0.682966,0.520000,0.927414
86,0.711509,0.520000,0.998772
87,0.630188,0.520000,0.795470
88,0.777422,0.629630,0.999110
89,0.710853,0.520000,0.997134
90,0.782425,0.680000,0.936062
91,0.677780,0.464286,0.998022
92,0.555467,0.259259,0.999778
93,0.554703,0.259259,0.997869
94,0.998924,1.000000,0.997311
95,0.677529,0.464286,0.997394
96,0.554298,0.259259,0.996857
97,0.831065,0.733333,0.977662
98,0.939819,1.000000,0.849548
99,0.549483,0.259259,0.984819
100,0.807200,0.680000,0.998001
101,0.773046,0.629630,0.988171
102,0.554527,0.259259,0.997429
103,0.608834,0.520000,0.742084
104,0.591614,0.629630,0.534590
105,0.710781,0.520000,0.996953
106,0.553419,0.259259,0.994659
107,0.654849,0.520000,0.857123
108,0.628202,0.520000,0.790506
109,0.771927,0.629630,0.985373
110,0.609599,0.520000,0.743997
111,0.548260,0.259259,0.981762
112,0.643890,0.520000,0.829726
113,0.711777,0.520000,0.999442
114,0.443559,0.520000,0.328897
115,0.999689,1.000000,0.999223
116,0.648375,0.520000,0.840938
117,0.555445,0.259259,0.999723
118,0.705066,0.520000,0.982665
119,0.595066,0.520000,0.707666
120,0.807811,0.680000,0.999527
121,0.553404,0.259259,0.994622
122,0.673245,0.464286,0.986685
123,0.554069,0.259259,0.996285
124,0.731428,0.680000,0.808570
125,0.482975,0.259259,0.818548
126,0.677514,0.464286,0.997355
127,0.686204,0.520000,0.935510
128,0.464804,0.259259,0.773122
129,0.954855,1.000000,0.887137
130,0.605558,0.448276,0.841481
131,0.794263,0.680000,0.965658
132,0.711823,0.520000,0.999557
133,0.546381,0.259259,0.977063
134,0.554854,0.259259,0.998246
135,0.610130,0.448276,0.852911
136,0.807556,0.680000,0.998891
137,0.672980,0.464286,0.986021
138,0.767823,0.629630,0.975113
139,0.487217,0.259259,0.829155
140,0.711729,0.520000,0.999323
141,0.554318,0.259259,0.996907
142,0.710706,0.520000,0.996766
143,0.732454,0.733333,0.731134
144,0.708921,0.520000,0.992303
145,0.839943,0.733333,0.999858
146,0.673795,0.464286,0.988060
147,0.784310,0.680000,0.940775
148,0.646550,0.448276,0.943961
149,0.450271,0.259259,0.736790
150,0.552518,0.259259,0.992407
151,0.807849,0.680000,0.999622
152,0.777713,0.629630,0.999839
153,0.475133,0.259259,0.798943
154,0.735020,0.680000,0.817550
155,0.514644,0.259259,0.897721
156,0.552911,0.259259,0.993389
157,0.584059,0.448276,0.787733
158,0.682508,0.629630,0.761826
159,0.551694,0.259259,0.990346
160,0.807930,0.680000,0.999826
161,0.711694,0.520000,0.999234
162,0.427754,0.259259,0.680496
163,0.702267,0.520000,0.975667
164,0.536112,0.259259,0.951392
165,0.424916,0.259259,0.673400
166,0.997736,1.000000,0.994340
167,0.998834,1.000000,0.997085
168,0.662120,0.520000,0.875299
169,0.711777,0.520000,0.999443
170,0.837420,0.733333,0.993550
171,0.834613,0.733333,0.986533
172,0.550809,0.259259,0.988132
173,0.999561,1.000000,0.998904
174,0.710226,0.520000,0.995565
175,0.572191,0.448276,0.758065
176,0.646832,0.520000,0.837079
177,0.931958,1.000000,0.829895
178,0.999943,1.000000,0.999857
179,0.999765,1.000000,0.999412
180,0.550027,0.259259,0.986178
181,0.366799,0.259259,0.528109
182,0.516313,0.259259,0.901893
183,0.807046,0.680000,0.997616
184,0.978965,1.000000,0.947413
185,0.522360,0.259259,0.917011
186,0.540965,0.259259,0.963525
187,0.705654,0.520000,0.984134
188,0.555426,0.259259,0.999677
189,0.998442,1.000000,0.996104
190,0.807480,0.680000,0.998701
191,0.555321,0.259259,0.999414
192,0.711982,0.629630,0.835511
193,0.711770,0.520000,0.999425
194,0.641570,0.520000,0.823926
195,0.997221,1.000000,0.993052
196,0.460970,0.259259,0.763537
197,0.483939,0.259259,0.820958
198,0.711713,0.520000,0.999281
199,0.642311,0.520000,0.825777
200,0.463428,0.259259,0.769682
201,0.672745,0.464286,0.985434
202,0.711257,0.520000,0.998144
203,0.489408,0.259259,0.834631
204,0.711133,0.520000,0.997833
205,0.520172,0.448276,0.628015
206,0.555153,0.259259,0.998994
207,0.711560,0.520000,0.998901
208,0.711321,0.520000,0.998302
209,0.549775,0.259259,0.985549
210,0.803638,0.680000,0.989095
211,0.437064,0.259259,0.703771
212,0.599880,0.520000,0.719700
213,0.750686,0.680000,0.856715
214,0.767500,0.629630,0.974305
215,0.999691,1.000000,0.999229
216,0.998496,1.000000,0.996239
217,0.999317,1.000000,0.998293
218,0.479606,0.259259,0.810125
219,0.635043,0.520000,0.807607
220,0.711698,0.520000,0.999244
221,0.544975,0.259259,0.973549
222,0.674345,0.520000,0.905862
223,0.973561,1.000000,0.933901
224,0.494074,0.259259,0.846297
225,0.637674,0.520000,0.814185
226,0.806771,0.680000,0.996927
227,0.496573,0.259259,0.852543
228,0.998189,1.000000,0.995472
229,0.543762,0.259259,0.970516
230,0.709523,0.520000,0.993806
231,0.601579,0.464286,0.807519
232,0.997326,1.000000,0.993315
233,0.795449,0.680000,0.968622
234,0.509731,0.259259,0.885439
235,0.644588,0.520000,0.831469
236,0.667952,0.448276,0.997466
237,0.735589,0.680000,0.818971
238,0.512628,0.259259,0.892681
239,0.777611,0.629630,0.999583
240,0.697580,0.629630,0.799505
241,0.988248,1.000000,0.970620
242,0.776346,0.629630,0.996422
243,0.991474,1.000000,0.978685
244,0.552577,0.259259,0.992553
245,0.687968,0.520000,0.939920
246,0.555107,0.259259,0.998879
247,0.771472,0.629630,0.984236
248,0.555129,0.259259,0.998934
249,0.535999,0.259259,0.951109
250,0.555353,0.259259,0.999493
251,0.555388,0.259259,0.999581
252,0.777509,0.629630,0.999327
253,0.451340,0.259259,0.739460
254,0.555006,0.259259,0.998627
255,0.555240,0.259259,0.999212
256,0.711487,0.520000,0.998717
257,0.555082,0.259259,0.998816
258,0.839633,0.733333,0.999083
259,0.625632,0.520000,0.784081
260,0.517739,0.259259,0.905459
261,0.632340,0.520000,0.800850
262,0.774718,0.629630,0.992351
263,0.998803,1.000000,0.997007
264,0.545312,0.259259,0.974391
265,0.667814,0.448276,0.997121
266,0.555012,0.259259,0.998641
267,0.999881,1.000000,0.999702
268,0.777130,0.629630,0.998380
269,0.666219,0.448276,0.993135
270,0.466911,0.259259,0.778390
271,0.994892,1.000000,0.987230
272,0.696788,0.629630,0.797524
273,0.554634,0.259259,0.997697
274,0.664781,0.464286,0.965523
275,0.993705,1.000000,0.984262
276,0.999634,1.000000,0.999086
277,0.710362,0.520000,0.995905
278,0.554512,0.259259,0.997391
279,0.553301,0.259259,0.994364
280,0.709357,0.520000,0.993392
281,0.999064,1.000000,0.997660
282,0.555360,0.259259,0.999510
283,0.708784,0.520000,0.991960
284,0.653923,0.629630,0.690363
285,0.668486,0.448276,0.998801
286,0.668795,0.448276,0.999573
287,0.631260,0.520000,0.798150
288,0.655664,0.520000,0.859160
289,0.492793,0.259259,0.843093
290,0.554908,0.259259,0.998382
291,0.757417,0.680000,0.873541
292,0.549318,0.259259,0.984407
293,0.555012,0.259259,0.998642
294,0.804627,0.680000,0.991567
295,0.554801,0.259259,0.998114
296,0.675091,0.520000,0.907728
297,0.709131,0.520000,0.992827
298,0.394198,0.259259,0.596606
299,0.554530,0.259259,0.997437
300,0.777683,0.629630,0.999762
301,0.599816,0.520000,0.719539
302,0.777678,0.629630,0.999751
303,0.882563,1.000000,0.706407
304,0.612619,0.520000,0.751548
305,0.999671,1.000000,0.999177
306,0.805024,0.680000,0.992561
307,0.711435,0.520000,0.998587
308,0.916037,1.000000,0.790093
309,0.555473,0.259259,0.999793
310,0.492666,0.259259,0.842776
311,0.600707,0.464286,0.805338
312,0.997142,1.000000,0.992856
313,0.552332,0.259259,0.991941
314,0.449709,0.259259,0.735384
315,0.554973,0.259259,0.998544
316,0.601371,0.448276,0.831013
317,0.555460,0.259259,0.999762
318,0.536772,0.259259,0.953042
319,0.710204,0.520000,0.995510
320,0.704102,0.680000,0.740254
321,0.662293,0.448276,0.983320
322,0.710537,0.680000,0.756343
323,0.547633,0.259259,0.980193
324,0.555045,0.259259,0.998724
325,0.646542,0.520000,0.836356
326,0.435204,0.259259,0.699122
327,0.777708,0.629630,0.999826
328,0.503966,0.259259,0.871026
329,0.481872,0.259259,0.815791
330,0.711872,0.520000,0.999680
331,0.777617,0.629630,0.999598
332,0.731856,0.629630,0.885196
333,0.459998,0.259259,0.761105
334,0.770539,0.629630,0.981902
335,0.804576,0.680000,0.991440
336,0.555002,0.259259,0.998615
337,0.805711,0.680000,0.994277
338,0.668414,0.448276,0.998620
339,0.799123,0.680000,0.977808
340,0.500016,0.259259,0.861150
341,0.999880,1.000000,0.999701
342,0.832195,0.733333,0.980488
343,0.706125,0.520000,0.985312
344,0.743673,0.680000,0.839182
345,0.555088,0.259259,0.998831
346,0.577601,0.520000,0.664003
347,0.806306,0.680000,0.995765
348,0.637081,0.520000,0.812703
349,0.553288,0.259259,0.994330
350,0.711702,0.520000,0.999254
351,0.519220,0.259259,0.909161
352,0.711644,0.520000,0.999111
353,0.925252,1.000000,0.813129
354,0.807676,0.680000,0.999189
355,0.706794,0.520000,0.986985
356,0.708338,0.520000,0.990846
357,0.552521,0.259259,0.992413
358,0.711658,0.520000,0.999146
359,0.451341,0.259259,0.739464
360,0.527679,0.259259,0.930308
361,0.696444,0.520000,0.961110
362,0.554038,0.259259,0.996206
363,0.997232,1.000000,0.993081
364,0.992974,1.000000,0.982434
365,0.999817,1.000000,0.999542
366,0.711880,0.520000,0.999700
367,0.704080,0.520000,0.980200
368,0.711753,0.520000,0.999383
369,0.553585,0.259259,0.995074
370,0.554366,0.259259,0.997026
371,0.676448,0.464286,0.994692
372,0.711124,0.520000,0.997809
373,0.711552,0.520000,0.998880
374,0.929758,1.000000,0.824396
375,0.480001,0.259259,0.811115
376,0.999808,1.000000,0.999521
377,0.522775,0.259259,0.918049
378,0.776871,0.629630,0.997733
379,0.552933,0.259259,0.993443
380,0.555443,0.259259,0.999718
381,0.683083,0.520000,0.927707
382,0.650846,0.520000,0.847116
383,0.807224,0.680000,0.998059
384,0.835859,0.733333,0.989646
385,0.555416,0.259259,0.999651
386,0.866893,1.000000,0.667232
387,0.554223,0.259259,0.996669
388,0.709074,0.520000,0.992686
389,0.917907,1.000000,0.794768
390,0.724970,0.629630,0.867981
391,0.839086,0.733333,0.997715
392,0.711450,0.520000,0.998624
393,0.708174,0.520000,0.990434
