eval,fitness,chem,dyn
1,0.776753,0.629630,0.997438
2,0.708299,0.520000,0.990749
3,0.551731,0.259259,0.990438
4,0.659896,0.520000,0.869740
5,0.700757,0.520000,0.971894
6,0.999972,1.000000,0.999929
7,0.573553,0.464286,0.737455
8,0.555276,0.259259,0.999301
9,0.596643,0.520000,0.711607
10,0.645198,0.520000,0.832995
11,0.553539,0.259259,0.994959
12,0.664726,0.448276,0.989401
13,0.555445,0.259259,0.999724
14,0.630837,0.520000,0.797093
15,0.544593,0.259259,0.972594
16,0.757611,0.629630,0.949583
17,0.484642,0.259259,0.822716
18,0.995985,1.000000,0.989964
19,0.467529,0.259259,0.779933
20,0.633393,0.520000,0.803482
21,0.539133,0.259259,0.958944
22,0.713928,0.680000,0.764820
23,0.777688,0.629630,0.999775
24,0.554502,0.259259,0.997365
25,0.997179,1.000000,0.992947
26,0.477530,0.259259,0.804936
27,0.980597,1.000000,0.951492
28,0.554794,0.259259,0.998096
29,0.696491,0.520000,0.961228
30,0.554861,0.259259,0.998264
31,0.568449,0.464286,0.724695
32,0.806665,0.680000,0.996662
33,0.933255,1.000000,0.833137
34,0.555505,0.259259,0.999874
35,0.839499,0.733333,0.998748
36,0.711819,0.520000,0.999546
37,0.998446,1.000000,0.996115
38,0.709150,0.520000,0.992876
39,0.707447,0.520000,0.988618
40,0.594922,0.520000,0.707305
41,0.777391,0.629630,0.999032
42,0.523934,0.259259,0.920947
43,0.554966,0.259259,0.998527
44,0.696292,0.520000,0.960729
45,0.543292,0.259259,0.969341
46,0.555304,0.259259,0.999371
47,0.461913,0.259259,0.765893
48,0.996460,1.000000,0.991149
49,0.999752,1.000000,0.999379
50,0.601631,0.520000,0.724078
51,0.711557,0.520000,0.998893
52,0.726429,0.680000,0.796073
53,0.582153,0.448276,0.782968
54,0.710303,0.520000,0.995757
55,0.711228,0.520000,0.998071
56,0.698993,0.520000,0.967482
57,0.541794,0.259259,0.965597
58,0.676538,0.464286,0.994916
59,0.547671,0.259259,0.980290
60,0.555438,0.259259,0.999705
61,0.711936,0.520000,0.999840
62,0.710394,0.520000,0.995984
63,0.711749,0.520000,0.999371
64,0.710380,0.520000,0.995949
65,0.727557,0.680000,0.798894
66,0.999481,1.000000,0.998704
67,0.710258,0.520000,0.995646
68,0.807009,0.680000,0.997522
69,0.999372,1.000000,0.998429
70,0.802042,0.680000,0.985105
71,0.552012,0.259259,0.991142
72,0.611702,0.629630,0.584810
73,0.699697,0.629630,0.804798
74,0.553126,0.259259,0.993926
75,0.709702,0.520000,0.994256
76,0.707380,0.520000,0.988450
77,0.665406,0.520000,0.883514
78,0.709244,0.520000,0.993109
79,0.990024,1.000000,0.975060
80,0.555415,0.259259,0.999648
81,0.542917,0.259259,0.968404
82,0.661851,0.448276,0.982213
83,0.729373,0.629630,0.878987
84,0.554129,0.259259,0.996434
85,0.532310,0.259259,0.941886
86,0.463367,0.259259,0.769530
87,0.711140,0.520000,0.997850
88,0.530240,0.259259,0.936712
89,0.999174,1.000000,0.997935
90,0.896123,1.000000,0.740309
91,0.554516,0.259259,0.997402
92,0.711548,0.520000,0.998871
93,0.996873,1.000000,0.992183
94,0.703516,0.520000,0.978791
95,0.461862,0.259259,0.765766
96,0.666056,0.520000,0.885140
97,0.644993,0.520000,0.832484
98,0.675996,0.520000,0.909991
99,0.709136,0.520000,0.992840
100,0.711895,0.520000,0.999738
101,0.768979,0.629630,0.978003
102,0.999967,1.000000,0.999917
