file,pitch_hz,pitch_std,n_syllables,duration_s,snr_estimate,valid
data/audio_samples/1029258_Columba_livia.mp3,326.6313983983473,72.93637333196678,36,39.869024943310656,0.9630033736028467,True
data/audio_samples/1073356_Columba_livia.mp3,132.37773662890947,62.38128167837368,214,145.56403628117914,0.9567649363069269,True
data/audio_samples/342145_Columba_livia.mp3,147.41310701740287,80.05532501097953,6,13.949387755102041,0.8982140467528038,True
data/audio_samples/460854_Columba_livia.mp3,262.22464711115697,80.91797884007605,86,67.53600907029478,0.9486721732789087,True
data/audio_samples/462611_Columba_livia.mp3,393.1651097956494,33.90336479544963,56,38.89487528344671,0.8838849511718961,True
data/audio_samples/485507_Columba_livia.mp3,187.4158030954919,95.15566444731427,29,20.88,0.8938594345846244,True
data/audio_samples/541143_Columba_livia.mp3,218.0554333528931,73.61148502047085,44,28.825124716553287,0.9204242428230116,True
data/audio_samples/547588_Columba_livia.mp3,316.58796267326267,113.92557719288139,184,115.03201814058957,0.9529372053372073,True
data/audio_samples/559541_Columba_livia.mp3,363.0554509775098,40.64883407665526,313,267.2808163265306,0.9174024525020471,True
data/audio_samples/726245_Columba_livia.mp3,362.0203960109051,96.57789669853295,21,27.19297052154195,0.9355903546724174,True
