# modelo=quimera_pao4/3_beta_pope5.2
# epsilon=1.0
# C_k=1.5
# beta=5.2
# nu=0.002
# eta=9.457416090032e-03
# Re_nominal=500
# k_range=[1.000000e+00,1.000000e+03]
# n_points=2000
k,E(k),k_eta
1.000000e+00,1.484481e+00,9.457416e-03
1.003462e+00,1.475885e+00,9.490154e-03
1.006935e+00,1.467338e+00,9.523005e-03
1.010421e+00,1.458841e+00,9.555969e-03
1.013918e+00,1.450393e+00,9.589048e-03
1.017428e+00,1.441993e+00,9.622241e-03
1.020950e+00,1.433641e+00,9.655550e-03
1.024484e+00,1.425338e+00,9.688973e-03
1.028031e+00,1.417082e+00,9.722512e-03
1.031589e+00,1.408874e+00,9.756168e-03
1.035160e+00,1.400713e+00,9.789939e-03
1.038743e+00,1.392599e+00,9.823828e-03
1.042339e+00,1.384531e+00,9.857834e-03
1.045947e+00,1.376511e+00,9.891958e-03
1.049568e+00,1.368536e+00,9.926200e-03
1.053201e+00,1.360607e+00,9.960560e-03
1.056847e+00,1.352724e+00,9.995039e-03
1.060505e+00,1.344886e+00,1.002964e-02
1.064176e+00,1.337093e+00,1.006436e-02
1.067860e+00,1.329345e+00,1.009919e-02
1.071556e+00,1.321641e+00,1.013415e-02
1.075266e+00,1.313982e+00,1.016923e-02
1.078988e+00,1.306367e+00,1.020444e-02
1.082723e+00,1.298796e+00,1.023976e-02
1.086471e+00,1.291268e+00,1.027521e-02
1.090232e+00,1.283784e+00,1.031077e-02
1.094006e+00,1.276343e+00,1.034647e-02
1.097793e+00,1.268944e+00,1.038228e-02
1.101593e+00,1.261588e+00,1.041822e-02
1.105406e+00,1.254275e+00,1.045428e-02
1.109232e+00,1.247003e+00,1.049047e-02
1.113072e+00,1.239774e+00,1.052679e-02
1.116925e+00,1.232585e+00,1.056322e-02
1.120791e+00,1.225439e+00,1.059979e-02
1.124671e+00,1.218333e+00,1.063648e-02
1.128564e+00,1.211269e+00,1.067330e-02
1.132471e+00,1.204245e+00,1.071025e-02
1.136391e+00,1.197261e+00,1.074732e-02
1.140325e+00,1.190318e+00,1.078452e-02
1.144272e+00,1.183414e+00,1.082186e-02
1.148233e+00,1.176550e+00,1.085932e-02
1.152208e+00,1.169726e+00,1.089691e-02
1.156196e+00,1.162941e+00,1.093463e-02
1.160198e+00,1.156195e+00,1.097248e-02
1.164215e+00,1.149488e+00,1.101046e-02
1.168245e+00,1.142820e+00,1.104857e-02
1.172289e+00,1.136190e+00,1.108682e-02
1.176347e+00,1.129598e+00,1.112520e-02
1.180419e+00,1.123044e+00,1.116371e-02
1.184505e+00,1.116527e+00,1.120235e-02
1.188605e+00,1.110048e+00,1.124113e-02
1.192719e+00,1.103607e+00,1.128004e-02
1.196848e+00,1.097202e+00,1.131909e-02
1.200991e+00,1.090835e+00,1.135827e-02
