# modelo=pao_beta2.25
# epsilon=1.0
# C_k=1.5
# beta=2.25
# nu=0.002
# eta=9.457416090032e-03
# Re_nominal=500
# k_range=[1.000000e+00,1.000000e+03]
# n_points=2000
k,E(k),k_eta
1.000000000000000e+00,1.493265164744356e+00,9.457416090031758e-03
1.003461582929995e+00,1.484658803991519e+00,9.490153720130871e-03
1.006935148416371e+00,1.476101903915017e+00,9.523004674251502e-03
1.010420737937741e+00,1.467594180433191e+00,9.555969344674155e-03
1.013918393116299e+00,1.459135351095859e+00,9.589048125037233e-03
1.017428155718318e+00,1.450725135074943e+00,9.622241410341759e-03
1.020950067654649e+00,1.442363253155152e+00,9.655549596956090e-03
1.024484170981219e+00,1.434049427724726e+00,9.688973082620631e-03
1.028030507899538e+00,1.425783382766221e+00,9.722512266452611e-03
1.031589120757197e+00,1.417564843847357e+00,9.756167548950829e-03
1.035160052048379e+00,1.409393538111913e+00,9.789939332000447e-03
1.038743344414362e+00,1.401269194270676e+00,9.823828018877786e-03
1.042339040644032e+00,1.393191542592444e+00,9.857834014255136e-03
1.045947183674393e+00,1.385160314895074e+00,9.891957724205607e-03
1.049567816591076e+00,1.377175244536593e+00,9.926199556207948e-03
1.053200982628860e+00,1.369236066406345e+00,9.960559919151440e-03
1.056846725172182e+00,1.361342516916205e+00,9.995039223340765e-03
1.060505087755659e+00,1.353494333991828e+00,1.002963788050091e-02
1.064176114064607e+00,1.345691257063963e+00,1.006435630378208e-02
1.067859847935561e+00,1.337933027059802e+00,1.009919490776464e-02
1.071556333356802e+00,1.330219386394391e+00,1.013415410846405e-02
1.075265614468877e+00,1.322550078962087e+00,1.016923432333585e-02
1.078987735565133e+00,1.314924850128055e+00,1.020443597128062e-02
1.082722741092240e+00,1.307343446719831e+00,1.023975947264904e-02
1.086470675650722e+00,1.299805617018918e+00,1.027520524924681e-02
1.090231583995494e+00,1.292311110752435e+00,1.031077372433980e-02
1.094005511036394e+00,1.284859679084822e+00,1.034646532265901e-02
1.097792501838718e+00,1.277451074609578e+00,1.038228047040571e-02
1.101592601623760e+00,1.270085051341057e+00,1.041821959525649e-02
1.105405855769349e+00,1.262761364706311e+00,1.045428312636837e-02
1.109232309810396e+00,1.255479771536975e+00,1.049047149438393e-02
1.113072009439435e+00,1.248240030061198e+00,1.052678513143649e-02
1.116925000507166e+00,1.241041899895630e+00,1.056322447115520e-02
1.120791329023006e+00,1.233885142037438e+00,1.059978994867025e-02
1.124671041155638e+00,1.226769518856389e+00,1.063648200061810e-02
1.128564183233562e+00,1.219694794086960e+00,1.067330106514664e-02
1.132470801745647e+00,1.212660732820503e+00,1.071024758192044e-02
1.136390943341687e+00,1.205667101497453e+00,1.074732199212604e-02
1.140324654832960e+00,1.198713667899580e+00,1.078452473847714e-02
1.144271983192782e+00,1.191800201142285e+00,1.082185626521996e-02
1.148232975557073e+00,1.184926471666944e+00,1.085931701813851e-02
1.152207679224919e+00,1.178092251233291e+00,1.089690744455990e-02
1.156196141659133e+00,1.171297312911847e+00,1.093462799335972e-02
1.160198410486826e+00,1.164541431076392e+00,1.097247911496738e-02
1.164214533499974e+00,1.157824381396484e+00,1.101046126137147e-02
1.168244558655990e+00,1.151145940830011e+00,1.104857488612521e-02
1.172288534078293e+00,1.144505887615801e+00,1.108682044435179e-02
1.176346508056887e+00,1.137904001266258e+00,1.112519839274988e-02
1.180418529048936e+00,1.131340062560051e+00,1.116370918959902e-02
1.184504645679341e+00,1.124813853534845e+00,1.120235329476517e-02
1.188604906741324e+00,1.118325157480065e+00,1.124113116970610e-02
1.192719361197008e+00,1.111873758929713e+00,1.128004327747699e-02
1.196848058178002e+00,1.105459443655217e+00,1.131909008273591e-02
1.200991046985989e+00,1.099081998658326e+00,1.135827205174938e-02
1.205148377093312e+00,1.092741212164043e+00,1.139758965239795e-02
1.209320098143569e+00,1.086436873613605e+00,1.143704335418178e-02
1.213506259952203e+00,1.080168773657491e+00,1.147663362822622e-02
1.217706912507095e+00,1.073936704148484e+00,1.151636094728750e-02
1.221922105969167e+00,1.067740458134762e+00,1.155622578575829e-02
1.226151890672973e+00,1.061579829853035e+00,1.159622861967343e-02
1.230396317127308e+00,1.055454614721721e+00,1.163636992671562e-02
1.234655436015804e+00,1.049364609334155e+00,1.167665018622104e-02
1.238929298197542e+00,1.043309611451849e+00,1.171706987918518e-02
1.243217954707653e+00,1.037289419997774e+00,1.175762948826853e-02
1.247521456757932e+00,1.031303835049698e+00,1.179832949780232e-02
1.251839855737447e+00,1.025352657833552e+00,1.183917039379437e-02
1.256173203213156e+00,1.019435690716833e+00,1.188015266393483e-02
1.260521550930515e+00,1.013552737202052e+00,1.192127679760204e-02
1.264884950814107e+00,1.007703601920214e+00,1.196254328586836e-02
1.269263454968252e+00,1.001888090624339e+00,1.200395262150605e-02
1.273657115677637e+00,9.961060101830151e-01,1.204550529899312e-02
1.278065985407933e+00,9.903571685739970e-01,1.208720181451928e-02
1.282490116806428e+00,9.846413748778312e-01,1.212904266599182e-02
1.286929562702652e+00,9.789584392715260e-01,1.217102835304160e-02
1.291384376109010e+00,9.733081730222538e-01,1.221315937702897e-02
1.295854610221411e+00,9.676903884810906e-01,1.225543624104980e-02
1.300340318419908e+00,9.621048990767906e-01,1.229785944994146e-02
1.304841554269335e+00,9.565515193095993e-01,1.234042951028886e-02
1.309358371519941e+00,9.510300647450974e-01,1.238314693043048e-02
1.313890824108041e+00,9.455403520080849e-01,1.242601222046447e-02
1.318438966156650e+00,9.400821987764975e-01,1.246902589225474e-02
1.323002851976138e+00,9.346554237753582e-01,1.251218845943703e-02
1.327582536064873e+00,9.292598467707647e-01,1.255550043742510e-02
1.332178073109875e+00,9.238952885639108e-01,1.259896234341683e-02
1.336789517987465e+00,9.185615709851415e-01,1.264257469640045e-02
1.341416925763927e+00,9.132585168880424e-01,1.268633801716070e-02
1.346060351696158e+00,9.079859501435648e-01,1.273025282828505e-02
1.350719851232332e+00,9.027436956341819e-01,1.277431965416996e-02
1.355395480012563e+00,8.975315792480810e-01,1.281853902102713e-02
1.360087293869567e+00,8.923494278733864e-01,1.286291145688979e-02
1.364795348829329e+00,8.871970693924175e-01,1.290743749161900e-02
1.369519701111772e+00,8.820743326759808e-01,1.295211765690996e-02
1.374260407131433e+00,8.769810475776905e-01,1.299695248629841e-02
1.379017523498127e+00,8.719170449283267e-01,1.304194251516693e-02
1.383791107017632e+00,8.668821565302223e-01,1.308708828075141e-02
1.388581214692362e+00,8.618762151516850e-01,1.313239032214739e-02
1.393387903722053e+00,8.568990545214481e-01,1.317784918031657e-02
1.398211231504439e+00,8.519505093231563e-01,1.322346539809320e-02
1.403051255635942e+00,8.470304151898811e-01,1.326923952019061e-02
1.407908033912359e+00,8.421386086986691e-01,1.331517209320772e-02
1.412781624329553e+00,8.372749273651203e-01,1.336126366563551e-02
1.417672085084142e+00,8.324392096379984e-01,1.340751478786364e-02
1.422579474574200e+00,8.276312948938717e-01,1.345392601218696e-02
1.427503851399947e+00,8.228510234317851e-01,1.350049789281216e-02
1.432445274364455e+00,8.180982364679622e-01,1.354723098586435e-02
1.437403802474347e+00,8.133727761305388e-01,1.359412584939372e-02
1.442379494940502e+00,8.086744854543253e-01,1.364118304338218e-02
1.447372411178762e+00,8.040032083755992e-01,1.368840312975009e-02
1.452382610810644e+00,7.993587897269298e-01,1.373578667236292e-02
1.457410153664048e+00,7.947410752320301e-01,1.378333423703802e-02
1.462455099773972e+00,7.901499115006381e-01,1.383104639155137e-02
1.467517509383234e+00,7.855851460234308e-01,1.387892370564433e-02
1.472597442943184e+00,7.810466271669632e-01,1.392696675103049e-02
1.477694961114430e+00,7.765342041686394e-01,1.397517610140246e-02
1.482810124767563e+00,7.720477271317101e-01,1.402355233243875e-02
1.487942994983882e+00,7.675870470203024e-01,1.407209602181061e-02
1.493093633056124e+00,7.631520156544740e-01,1.412080774918896e-02
1.498262100489195e+00,7.587424857052981e-01,1.416968809625129e-02
1.503448459000906e+00,7.543583106899774e-01,1.421873764668862e-02
1.508652770522711e+00,7.499993449669834e-01,1.426795698621247e-02
1.513875097200442e+00,7.456654437312260e-01,1.431734670256185e-02
1.519115501395055e+00,7.413564630092495e-01,1.436690738551026e-02
1.524374045683375e+00,7.370722596544578e-01,1.441663962687276e-02
1.529650792858840e+00,7.328126913423643e-01,1.446654402051302e-02
1.534945805932253e+00,7.285776165658711e-01,1.451662116235045e-02
1.540259148132535e+00,7.243668946305768e-01,1.456687165036725e-02
1.545590882907479e+00,7.201803856501061e-01,1.461729608461559e-02
1.550941073924508e+00,7.160179505414720e-01,1.466789506722477e-02
1.556309785071433e+00,7.118794510204607e-01,1.471866920240843e-02
1.561697080457220e+00,7.077647495970458e-01,1.476961909647173e-02
1.567103024412754e+00,7.036737095708254e-01,1.482074535781861e-02
1.572527681491604e+00,6.996061950264896e-01,1.487204859695903e-02
1.577971116470800e+00,6.955620708293100e-01,1.492352942651632e-02
1.583433394351600e+00,6.915412026206582e-01,1.497518846123442e-02
1.588914580360271e+00,6.875434568135484e-01,1.502702631798529e-02
1.594414739948866e+00,6.835687005882062e-01,1.507904361577621e-02
1.599933938796006e+00,6.796168018876618e-01,1.513124097575723e-02
1.605472242807662e+00,6.756876294133706e-01,1.518361902122855e-02
1.611029718117945e+00,6.717810526208571e-01,1.523617837764798e-02
1.616606431089896e+00,6.678969417153841e-01,1.528891967263840e-02
1.622202448316277e+00,6.640351676476475e-01,1.534184353599527e-02
1.627817836620365e+00,6.601956021094955e-01,1.539495059969413e-02
1.633452663056751e+00,6.563781175296721e-01,1.544824149789814e-02
1.639106994912143e+00,6.525825870695852e-01,1.550171686696570e-02
1.644780899706166e+00,6.488088846190995e-01,1.555537734545800e-02
1.650474445192170e+00,6.450568847923517e-01,1.560922357414667e-02
1.656187699358040e+00,6.413264629235934e-01,1.566325619602141e-02
1.661920730427006e+00,6.376174950630539e-01,1.571747585629770e-02
1.667673606858457e+00,6.339298579728289e-01,1.577188320242446e-02
1.673446397348761e+00,6.302634291227924e-01,1.582647888409185e-02
