# modelo=pope_completo_fL_feta
# epsilon=1.0
# C_k=1.5
# beta=5.2
# nu=0.001
# eta=5.623413251903e-03
# Re_nominal=1000
# k_range=[1.000000e+00,1.000000e+03]
# n_points=2000
k,E(k),k_eta
1.000000000000000e+00,1.479502287131651e+00,5.623413251903491e-03
1.003461582929995e+00,1.471144706518787e+00,5.642879163224587e-03
1.006935148416371e+00,1.462833392964220e+00,5.662412457412029e-03
1.010420737937741e+00,1.454568102149248e+00,5.682013367717197e-03
1.013918393116299e+00,1.446348590896336e+00,5.701682128198890e-03
1.017428155718318e+00,1.438174617165720e+00,5.721418973726120e-03
1.020950067654649e+00,1.430045940051994e+00,5.741224139980919e-03
1.024484170981219e+00,1.421962319780684e+00,5.761097863461150e-03
1.028030507899538e+00,1.413923517704795e+00,5.781040381483338e-03
1.031589120757197e+00,1.405929296301350e+00,5.801051932185493e-03
1.035160052048379e+00,1.397979419167917e+00,5.821132754529960e-03
1.038743344414362e+00,1.390073651019105e+00,5.841283088306275e-03
1.042339040644032e+00,1.382211757683066e+00,5.861503174134023e-03
1.045947183674393e+00,1.374393506097967e+00,5.881793253465716e-03
1.049567816591076e+00,1.366618664308456e+00,5.902153568589672e-03
1.053200982628860e+00,1.358887001462112e+00,5.922584362632911e-03
1.056846725172182e+00,1.351198287805885e+00,5.943085879564055e-03
1.060505087755659e+00,1.343552294682517e+00,5.963658364196247e-03
1.064176114064607e+00,1.335948794526962e+00,5.984302062190070e-03
1.067859847935561e+00,1.328387560862783e+00,6.005017220056480e-03
1.071556333356802e+00,1.320868368298548e+00,6.025804085159753e-03
1.075265614468877e+00,1.313390992524210e+00,6.046662905720436e-03
1.078987735565133e+00,1.305955210307473e+00,6.067593930818311e-03
1.082722741092240e+00,1.298560799490158e+00,6.088597410395372e-03
1.086470675650722e+00,1.291207538984557e+00,6.109673595258808e-03
1.090231583995494e+00,1.283895208769769e+00,6.130822737083996e-03
1.094005511036394e+00,1.276623589888035e+00,6.152045088417510e-03
1.097792501838718e+00,1.269392464441070e+00,6.173340902680136e-03
1.101592601623760e+00,1.262201615586379e+00,6.194710434169893e-03
1.105405855769349e+00,1.255050827533562e+00,6.216153938065076e-03
1.109232309810396e+00,1.247939885540627e+00,6.237671670427302e-03
1.113072009439435e+00,1.240868575910276e+00,6.259263888204566e-03
1.116925000507166e+00,1.233836685986210e+00,6.280930849234308e-03
1.120791329023006e+00,1.226844004149401e+00,6.302672812246496e-03
1.124671041155638e+00,1.219890319814379e+00,6.324490036866711e-03
1.128564183233562e+00,1.212975423425503e+00,6.346382783619252e-03
1.132470801745647e+00,1.206099106453232e+00,6.368351313930242e-03
1.136390943341687e+00,1.199261161390384e+00,6.390395890130753e-03
1.140324654832960e+00,1.192461381748406e+00,6.412516775459938e-03
1.144271983192782e+00,1.185699562053618e+00,6.434714234068177e-03
1.148232975557073e+00,1.178975497843481e+00,6.456988531020223e-03
1.152207679224919e+00,1.172288985662829e+00,6.479339932298375e-03
1.156196141659133e+00,1.165639823060130e+00,6.501768704805653e-03
1.160198410486826e+00,1.159027808583720e+00,6.524275116368983e-03
1.164214533499974e+00,1.152452741778051e+00,6.546859435742397e-03
