# modelo=pao_beta2.25
# epsilon=1.0
# C_k=1.5
# beta=2.25
# nu=0.0005
# eta=3.343701524882e-03
# Re_nominal=2000
# k_range=[1.000000e+00,1.000000e+03]
# n_points=2000
k,E(k),k_eta
1.000000000000000e+00,1.498313448862893e+00,3.343701524882110e-03
1.003461582929995e+00,1.489701211027280e+00,3.355276025003640e-03
1.006935148416371e+00,1.481138440408054e+00,3.366890591217213e-03
1.010420737937741e+00,1.472624852915255e+00,3.378545362214932e-03
1.013918393116299e+00,1.464160166090405e+00,3.390240477168988e-03
1.017428155718318e+00,1.455744099097136e+00,3.401976075733334e-03
1.020950067654649e+00,1.447376372711879e+00,3.413752298045344e-03
1.024484170981219e+00,1.439056709314596e+00,3.425569284727488e-03
1.028030507899538e+00,1.430784832879576e+00,3.437427176889015e-03
1.031589120757197e+00,1.422560468966279e+00,3.449326116127635e-03
1.035160052048379e+00,1.414383344710228e+00,3.461266244531208e-03
1.038743344414362e+00,1.406253188813965e+00,3.473247704679445e-03
1.042339040644032e+00,1.398169731538045e+00,3.485270639645606e-03
1.045947183674393e+00,1.390132704692093e+00,3.497335192998216e-03
1.049567816591076e+00,1.382141841625909e+00,3.509441508802769e-03
1.053200982628860e+00,1.374196877220616e+00,3.521589731623457e-03
1.056846725172182e+00,1.366297547879876e+00,3.533780006524889e-03
1.060505087755659e+00,1.358443591521137e+00,3.546012479073833e-03
1.064176114064607e+00,1.350634747566949e+00,3.558287295340944e-03
1.067859847935561e+00,1.342870756936309e+00,3.570604601902514e-03
1.071556333356802e+00,1.335151362036078e+00,3.582964545842220e-03
1.075265614468877e+00,1.327476306752431e+00,3.595367274752885e-03
1.078987735565133e+00,1.319845336442363e+00,3.607812936738231e-03
1.082722741092240e+00,1.312258197925240e+00,3.620301680414659e-03
1.086470675650722e+00,1.304714639474406e+00,3.632833654913014e-03
1.090231583995494e+00,1.297214410808828e+00,3.645409009880372e-03
1.094005511036394e+00,1.289757263084797e+00,3.658027895481824e-03
1.097792501838718e+00,1.282342948887672e+00,3.670690462402269e-03
1.101592601623760e+00,1.274971222223674e+00,3.683396861848216e-03
1.105405855769349e+00,1.267641838511729e+00,3.696147245549586e-03
1.109232309810396e+00,1.260354554575348e+00,3.708941765761528e-03
1.113072009439435e+00,1.253109128634567e+00,3.721780575266234e-03
1.116925000507166e+00,1.245905320297929e+00,3.734663827374761e-03
1.120791329023006e+00,1.238742890554499e+00,3.747591675928871e-03
1.124671041155638e+00,1.231621601765950e+00,3.760564275302857e-03
1.128564183233562e+00,1.224541217658669e+00,3.773581780405395e-03
1.132470801745647e+00,1.217501503315927e+00,3.786644346681385e-03
1.136390943341687e+00,1.210502225170083e+00,3.799752130113819e-03
1.140324654832960e+00,1.203543150994838e+00,3.812905287225633e-03
1.144271983192782e+00,1.196624049897529e+00,3.826103975081581e-03
1.148232975557073e+00,1.189744692311477e+00,3.839348351290109e-03
1.152207679224919e+00,1.182904849988365e+00,3.852638574005238e-03
1.156196141659133e+00,1.176104295990670e+00,3.865974801928454e-03
1.160198410486826e+00,1.169342804684135e+00,3.879357194310600e-03
1.164214533499974e+00,1.162620151730285e+00,3.892785910953778e-03
1.168244558655990e+00,1.155936114078985e+00,3.906261112213261e-03
1.172288534078293e+00,1.149290469961042e+00,3.919782958999401e-03
1.176346508056887e+00,1.142682998880848e+00,3.933351612779558e-03
1.180418529048936e+00,1.136113481609067e+00,3.946967235580024e-03
1.184504645679341e+00,1.129581700175362e+00,3.960629989987956e-03
1.188604906741324e+00,1.123087437861165e+00,3.974340039153324e-03
1.192719361197008e+00,1.116630479192489e+00,3.988097546790853e-03
1.196848058178002e+00,1.110210609932781e+00,4.001902677181979e-03
1.200991046985989e+00,1.103827617075814e+00,4.015755595176813e-03
1.205148377093312e+00,1.097481288838622e+00,4.029656466196108e-03
1.209320098143569e+00,1.091171414654478e+00,4.043605456233237e-03
1.213506259952203e+00,1.084897785165904e+00,4.057602731856167e-03
1.217706912507095e+00,1.078660192217730e+00,4.071648460209461e-03
1.221922105969167e+00,1.072458428850191e+00,4.085742809016262e-03
1.226151890672973e+00,1.066292289292058e+00,4.099885946580302e-03
1.230396317127308e+00,1.060161568953812e+00,4.114078041787911e-03
1.234655436015804e+00,1.054066064420866e+00,4.128319264110030e-03
1.238929298197542e+00,1.048005573446806e+00,4.142609783604242e-03
1.243217954707653e+00,1.041979894946691e+00,4.156949770916797e-03
1.247521456757932e+00,1.035988828990378e+00,4.171339397284648e-03
1.251839855737447e+00,1.030032176795894e+00,4.185778834537504e-03
1.256173203213156e+00,1.024109740722839e+00,4.200268255099874e-03
1.260521550930515e+00,1.018221324265832e+00,4.214807831993126e-03
1.264884950814107e+00,1.012366732047993e+00,4.229397738837563e-03
1.269263454968252e+00,1.006545769814462e+00,4.244038149854482e-03
1.273657115677637e+00,1.000758244425952e+00,4.258729239868264e-03
1.278065985407933e+00,9.950039638523500e-01,4.273471184308463e-03
1.282490116806428e+00,9.892827371663400e-01,4.288264159211889e-03
1.286929562702652e+00,9.835943745370730e-01,4.303108341224726e-03
1.291384376109010e+00,9.779386872238709e-01,4.318003907604629e-03
1.295854610221411e+00,9.723154875699643e-01,4.332951036222844e-03
1.300340318419908e+00,9.667245889962681e-01,4.347949905566337e-03
