# modelo=pao_beta2.25
# epsilon=1.0
# C_k=1.5
# beta=2.25
# nu=0.01
# eta=3.162277660168e-02
# Re_nominal=100
# k_range=[1.000000e+00,1.000000e+03]
# n_points=2000
k,E(k),k_eta
1.000000000000000e+00,1.466626855790004e+00,3.162277660168379e-02
1.003461582929995e+00,1.458052816661594e+00,3.173224146536722e-02
1.006935148416371e+00,1.449528206612206e+00,3.184208525075421e-02
1.010420737937741e+00,1.441052741615027e+00,3.195230926951367e-02
1.013918393116299e+00,1.432626139274715e+00,3.206291483785494e-02
1.017428155718318e+00,1.424248118818023e+00,3.217390327654353e-02
1.020950067654649e+00,1.415918401084488e+00,3.228527591091692e-02
1.024484170981219e+00,1.407636708517166e+00,3.239703407090032e-02
1.028030507899538e+00,1.399402765153429e+00,3.250917909102261e-02
1.031589120757197e+00,1.391216296615803e+00,3.262171231043225e-02
1.035160052048379e+00,1.383077030102868e+00,3.273463507291324e-02
1.038743344414362e+00,1.374984694380207e+00,3.284794872690125e-02
1.042339040644032e+00,1.366939019771407e+00,3.296165462549963e-02
1.045947183674393e+00,1.358939738149109e+00,3.307575412649565e-02
1.049567816591076e+00,1.350986582926119e+00,3.319024859237664e-02
1.053200982628860e+00,1.343079289046555e+00,3.330513939034629e-02
1.056846725172182e+00,1.335217592977059e+00,3.342042789234102e-02
1.060505087755659e+00,1.327401232698052e+00,3.353611547504627e-02
1.064176114064607e+00,1.319629947695039e+00,3.365220351991303e-02
1.067859847935561e+00,1.311903478949967e+00,3.376869341317427e-02
1.071556333356802e+00,1.304221568932632e+00,3.388558654586155e-02
1.075265614468877e+00,1.296583961592134e+00,3.400288431382156e-02
1.078987735565133e+00,1.288990402348381e+00,3.412058811773288e-02
1.082722741092240e+00,1.281440638083645e+00,3.423869936312261e-02
1.086470675650722e+00,1.273934417134160e+00,3.435721946038322e-02
1.090231583995494e+00,1.266471489281776e+00,3.447614982478937e-02
1.094005511036394e+00,1.259051605745657e+00,3.459549187651480e-02
1.097792501838718e+00,1.251674519174023e+00,3.471524704064933e-02
1.101592601623760e+00,1.244339983635947e+00,3.483541674721580e-02
1.105405855769349e+00,1.237047754613197e+00,3.495600243118722e-02
1.109232309810396e+00,1.229797588992117e+00,3.507700553250387e-02
1.113072009439435e+00,1.222589245055566e+00,3.519842749609053e-02
1.116925000507166e+00,1.215422482474899e+00,3.532026977187365e-02
1.120791329023006e+00,1.208297062301987e+00,3.544253381479879e-02
1.124671041155638e+00,1.201212746961297e+00,3.556522108484786e-02
1.128564183233562e+00,1.194169300242004e+00,3.568833304705667e-02
1.132470801745647e+00,1.187166487290155e+00,3.581187117153233e-02
1.136390943341687e+00,1.180204074600879e+00,3.593583693347088e-02
1.140324654832960e+00,1.173281830010636e+00,3.606023181317486e-02
1.144271983192782e+00,1.166399522689519e+00,3.618505729607101e-02
1.148232975557073e+00,1.159556923133589e+00,3.631031487272798e-02
1.152207679224919e+00,1.152753803157268e+00,3.643600603887415e-02
1.156196141659133e+00,1.145989935885760e+00,3.656213229541549e-02
1.160198410486826e+00,1.139265095747529e+00,3.668869514845353e-02
1.164214533499974e+00,1.132579058466814e+00,3.681569610930320e-02
1.168244558655990e+00,1.125931601056184e+00,3.694313669451104e-02
1.172288534078293e+00,1.119322501809147e+00,3.707101842587322e-02
1.176346508056887e+00,1.112751540292784e+00,3.719934283045376e-02
1.180418529048936e+00,1.106218497340445e+00,3.732811144060268e-02
1.184504645679341e+00,1.099723155044471e+00,3.745732579397442e-02
1.188604906741324e+00,1.093265296748963e+00,3.758698743354610e-02
1.192719361197008e+00,1.086844707042601e+00,3.771709790763599e-02
1.196848058178002e+00,1.080461171751489e+00,3.784765876992201e-02
1.200991046985989e+00,1.074114477932053e+00,3.797867157946024e-02
1.205148377093312e+00,1.067804413863973e+00,3.811013790070359e-02
1.209320098143569e+00,1.061530769043160e+00,3.824205930352041e-02
1.213506259952203e+00,1.055293334174773e+00,3.837443736321333e-02
1.217706912507095e+00,1.049091901166270e+00,3.850727366053799e-02
1.221922105969167e+00,1.042926263120509e+00,3.864056978172195e-02
1.226151890672973e+00,1.036796214328878e+00,3.877432731848363e-02
1.230396317127308e+00,1.030701550264474e+00,3.890854786805133e-02
1.234655436015804e+00,1.024642067575314e+00,3.904323303318227e-02
1.238929298197542e+00,1.018617564077589e+00,3.917838442218174e-02
1.243217954707653e+00,1.012627838748956e+00,3.931400364892234e-02
1.247521456757932e+00,1.006672691721865e+00,3.945009233286321e-02
1.251839855737447e+00,1.000751924276934e+00,3.958665209906937e-02
1.256173203213156e+00,9.948653388363448e-01,3.972368457823115e-02
1.260521550930515e+00,9.890127389572996e-01,3.986119140668366e-02
1.264884950814107e+00,9.831939293254939e-01,3.999917422642629e-02
1.269263454968252e+00,9.774087157486395e-01,4.013763468514238e-02
1.273657115677637e+00,9.716569051500209e-01,4.027657443621884e-02
1.278065985407933e+00,9.659383055620882e-01,4.041599513876593e-02
1.282490116806428e+00,9.602527261200879e-01,4.055589845763703e-02
1.286929562702652e+00,9.545999770557303e-01,4.069628606344859e-02
1.291384376109010e+00,9.489798696908919e-01,4.083715963260002e-02
1.295854610221411e+00,9.433922164313558e-01,4.097852084729370e-02
1.300340318419908e+00,9.378368307605867e-01,4.112037139555513e-02
1.304841554269335e+00,9.323135272335420e-01,4.126271297125304e-02
1.309358371519941e+00,9.268221214705192e-01,4.140554727411960e-02
1.313890824108041e+00,9.213624301510367e-01,4.154887600977079e-02
1.318438966156650e+00,9.159342710077532e-01,4.169270088972669e-02
1.323002851976138e+00,9.105374628204170e-01,4.183702363143194e-02
1.327582536064873e+00,9.051718254098553e-01,4.198184595827631e-02
1.332178073109875e+00,8.998371796319952e-01,4.212716959961515e-02
1.336789517987465e+00,8.945333473719179e-01,4.227299629079018e-02
1.341416925763927e+00,8.892601515379499e-01,4.241932777315011e-02
1.346060351696158e+00,8.840174160557873e-01,4.256616579407151e-02
1.350719851232332e+00,8.788049658626518e-01,4.271351210697960e-02
1.355395480012563e+00,8.736226269014837e-01,4.286136847136925e-02
1.360087293869567e+00,8.684702261151646e-01,4.300973665282595e-02
1.364795348829329e+00,8.633475914407757e-01,4.315861842304695e-02
1.369519701111772e+00,8.582545518038894e-01,4.330801555986234e-02
1.374260407131433e+00,8.531909371128915e-01,4.345792984725631e-02
1.379017523498127e+00,8.481565782533377e-01,4.360836307538848e-02
1.383791107017632e+00,8.431513070823413e-01,4.375931704061527e-02
1.388581214692362e+00,8.381749564229959e-01,4.391079354551129e-02
1.393387903722053e+00,8.332273600588255e-01,4.406279439889097e-02
1.398211231504439e+00,8.283083527282709e-01,4.421532141583004e-02
1.403051255635942e+00,8.234177701192048e-01,4.436837641768732e-02
1.407908033912359e+00,8.185554488634806e-01,4.452196123212637e-02
1.412781624329553e+00,8.137212265315107e-01,4.467607769313740e-02
