# modelo=pao_beta2.25_mu0.033
# epsilon=1.0
# C_k=1.5
# beta=2.25
# nu=0.001
# eta=5.623413251903e-03
# Re_nominal=1000
# k_range=[1.000000e+00,1.000000e+03]
# n_points=2000
k,E(k),k_eta
1.000000000000000e+00,1.496628794028945e+00,5.623413251903491e-03
1.003461582929995e+00,1.487848832204019e+00,5.642879163224587e-03
1.006935148416371e+00,1.479120306984300e+00,5.662412457412029e-03
1.010420737937741e+00,1.470442917124244e+00,5.682013367717197e-03
1.013918393116299e+00,1.461816363142480e+00,5.701682128198890e-03
1.017428155718318e+00,1.453240347311484e+00,5.721418973726120e-03
1.020950067654649e+00,1.444714573647302e+00,5.741224139980919e-03
1.024484170981219e+00,1.436238747899348e+00,5.761097863461150e-03
1.028030507899538e+00,1.427812577540241e+00,5.781040381483338e-03
1.031589120757197e+00,1.419435771755727e+00,5.801051932185493e-03
1.035160052048379e+00,1.411108041434636e+00,5.821132754529960e-03
1.038743344414362e+00,1.402829099158913e+00,5.841283088306275e-03
1.042339040644032e+00,1.394598659193705e+00,5.861503174134023e-03
1.045947183674393e+00,1.386416437477498e+00,5.881793253465716e-03
1.049567816591076e+00,1.378282151612323e+00,5.902153568589672e-03
1.053200982628860e+00,1.370195520854009e+00,5.922584362632911e-03
1.056846725172182e+00,1.362156266102504e+00,5.943085879564055e-03
1.060505087755659e+00,1.354164109892241e+00,5.963658364196247e-03
1.064176114064607e+00,1.346218776382571e+00,5.984302062190070e-03
1.067859847935561e+00,1.338319991348244e+00,6.005017220056480e-03
1.071556333356802e+00,1.330467482169948e+00,6.025804085159753e-03
1.075265614468877e+00,1.322660977824909e+00,6.046662905720436e-03
1.078987735565133e+00,1.314900208877537e+00,6.067593930818311e-03
1.082722741092240e+00,1.307184907470132e+00,6.088597410395372e-03
1.086470675650722e+00,1.299514807313647e+00,6.109673595258808e-03
1.090231583995494e+00,1.291889643678496e+00,6.130822737083996e-03
1.094005511036394e+00,1.284309153385426e+00,6.152045088417510e-03
1.097792501838718e+00,1.276773074796435e+00,6.173340902680136e-03
1.101592601623760e+00,1.269281147805749e+00,6.194710434169893e-03
1.105405855769349e+00,1.261833113830849e+00,6.216153938065076e-03
1.109232309810396e+00,1.254428715803545e+00,6.237671670427302e-03
1.113072009439435e+00,1.247067698161115e+00,6.259263888204566e-03
1.116925000507166e+00,1.239749806837485e+00,6.280930849234308e-03
1.120791329023006e+00,1.232474789254465e+00,6.302672812246496e-03
1.124671041155638e+00,1.225242394313034e+00,6.324490036866711e-03
1.128564183233562e+00,1.218052372384682e+00,6.346382783619252e-03
1.132470801745647e+00,1.210904475302794e+00,6.368351313930242e-03
1.136390943341687e+00,1.203798456354090e+00,6.390395890130753e-03
1.140324654832960e+00,1.196734070270118e+00,6.412516775459938e-03
1.144271983192782e+00,1.189711073218786e+00,6.434714234068177e-03
1.148232975557073e+00,1.182729222795955e+00,6.456988531020223e-03
1.152207679224919e+00,1.175788278017075e+00,6.479339932298375e-03
1.156196141659133e+00,1.168887999308874e+00,6.501768704805653e-03
1.160198410486826e+00,1.162028148501089e+00,6.524275116368983e-03
1.164214533499974e+00,1.155208488818254e+00,6.546859435742397e-03
1.168244558655990e+00,1.148428784871528e+00,6.569521932610238e-03
1.172288534078293e+00,1.141688802650579e+00,6.592262877590388e-03
1.176346508056887e+00,1.134988309515507e+00,6.615082542237495e-03
1.180418529048936e+00,1.128327074188821e+00,6.637981199046211e-03
1.184504645679341e+00,1.121704866747459e+00,6.660959121454456e-03
1.188604906741324e+00,1.115121458614859e+00,6.684016583846677e-03
1.192719361197008e+00,1.108576622553069e+00,6.707153861557123e-03
1.196848058178002e+00,1.102070132654912e+00,6.730371230873139e-03
1.200991046985989e+00,1.095601764336191e+00,6.753668969038458e-03
1.205148377093312e+00,1.089171294327942e+00,6.777047354256518e-03
1.209320098143569e+00,1.082778500668730e+00,6.800506665693778e-03
1.213506259952203e+00,1.076423162696996e+00,6.824047183483060e-03
1.217706912507095e+00,1.070105061043437e+00,6.847669188726885e-03
1.221922105969167e+00,1.063823977623448e+00,6.871372963500834e-03
1.226151890672973e+00,1.057579695629592e+00,6.895158790856917e-03
1.230396317127308e+00,1.051371999524122e+00,6.919026954826952e-03
1.234655436015804e+00,1.045200675031547e+00,6.942977740425954e-03
1.238929298197542e+00,1.039065509131237e+00,6.967011433655548e-03
1.243217954707653e+00,1.032966290050077e+00,6.991128321507369e-03
1.247521456757932e+00,1.026902807255162e+00,7.015328691966503e-03
1.251839855737447e+00,1.020874851446531e+00,7.039612834014917e-03
1.256173203213156e+00,1.014882214549949e+00,7.063981037634916e-03
1.260521550930515e+00,1.008924689709726e+00,7.088433593812601e-03
1.264884950814107e+00,1.003002071281587e+00,7.112970794541344e-03
1.269263454968252e+00,9.971141548255711e-01,7.137592932825280e-03
1.273657115677637e+00,9.912607370989815e-01,7.162300302682801e-03
1.278065985407933e+00,9.854416160493752e-01,7.187093199150064e-03
1.282490116806428e+00,9.796565908075916e-01,7.211971918284524e-03
1.286929562702652e+00,9.739054616808224e-01,7.236936757168460e-03
1.291384376109010e+00,9.681880301457230e-01,7.261988013912528e-03
1.295854610221411e+00,9.625040988415654e-01,7.287125987659315e-03
1.300340318419908e+00,9.568534715634269e-01,7.312350978586919e-03
1.304841554269335e+00,9.512359532554240e-01,7.337663287912527e-03
1.309358371519941e+00,9.456513500039828e-01,7.363063217896013e-03
1.313890824108041e+00,9.400994690311471e-01,7.388551071843556e-03
1.318438966156650e+00,9.345801186879322e-01,7.414127154111245e-03
1.323002851976138e+00,9.290931084477099e-01,7.439791770108728e-03
1.327582536064873e+00,9.236382488996371e-01,7.465545226302854e-03
1.332178073109875e+00,9.182153517421224e-01,7.491387830221328e-03
1.336789517987465e+00,9.128242297763285e-01,7.517319890456393e-03
1.341416925763927e+00,9.074646968997143e-01,7.543341716668507e-03
1.346060351696158e+00,9.021365680996165e-01,7.569453619590046e-03
1.350719851232332e+00,8.968396594468659e-01,7.595655911029007e-03
1.355395480012563e+00,8.915737880894422e-01,7.621948903872740e-03
1.360087293869567e+00,8.863387722461662e-01,7.648332912091678e-03
1.364795348829329e+00,8.811344312004279e-01,7.674808250743094e-03
1.369519701111772e+00,8.759605852939549e-01,7.701375235974849e-03
1.374260407131433e+00,8.708170559206106e-01,7.728034185029185e-03
1.379017523498127e+00,8.657036655202364e-01,7.754785416246498e-03
1.383791107017632e+00,8.606202375725234e-01,7.781629249069152e-03
1.388581214692362e+00,8.555665965909249e-01,7.808566004045277e-03
1.393387903722053e+00,8.505425681166012e-01,7.835596002832620e-03
1.398211231504439e+00,8.455479787124024e-01,7.862719568202359e-03
1.403051255635942e+00,8.405826559568828e-01,7.889937024042986e-03
1.407908033912359e+00,8.356464284383559e-01,7.917248695364148e-03
1.412781624329553e+00,8.307391257489787e-01,7.944654908300545e-03
1.417672085084142e+00,8.258605784788743e-01,7.972155990115817e-03
1.422579474574200e+00,8.210106182102863e-01,7.999752269206460e-03
1.427503851399947e+00,8.161890775117701e-01,8.027444075105732e-03
