# modelo=pao_beta2.25_mu0.033
# epsilon=1.0
# C_k=1.5
# beta=2.25
# nu=0.002
# eta=9.457416090032e-03
# Re_nominal=500
# k_range=[1.000000e+00,1.000000e+03]
# n_points=2000
k,E(k),k_eta
1.000000000000000e+00,1.493265164744356e+00,9.457416090031758e-03
1.003461582929995e+00,1.484489510607971e+00,9.490153720130871e-03
1.006935148416371e+00,1.475765287801508e+00,9.523004674251502e-03
1.010420737937741e+00,1.467092195086670e+00,9.555969344674155e-03
1.013918393116299e+00,1.458469932989334e+00,9.589048125037233e-03
1.017428155718318e+00,1.449898203789210e+00,9.622241410341759e-03
1.020950067654649e+00,1.441376711509572e+00,9.655549596956090e-03
1.024484170981219e+00,1.432905161907057e+00,9.688973082620631e-03
1.028030507899538e+00,1.424483262461498e+00,9.722512266452611e-03
1.031589120757197e+00,1.416110722365847e+00,9.756167548950829e-03
1.035160052048379e+00,1.407787252516135e+00,9.789939332000447e-03
1.038743344414362e+00,1.399512565501501e+00,9.823828018877786e-03
1.042339040644032e+00,1.391286375594275e+00,9.857834014255136e-03
1.045947183674393e+00,1.383108398740123e+00,9.891957724205607e-03
1.049567816591076e+00,1.374978352548246e+00,9.926199556207948e-03
1.053200982628860e+00,1.366895956281639e+00,9.960559919151440e-03
1.056846725172182e+00,1.358860930847405e+00,9.995039223340765e-03
1.060505087755659e+00,1.350872998787130e+00,1.002963788050091e-02
1.064176114064607e+00,1.342931884267304e+00,1.006435630378208e-02
1.067859847935561e+00,1.335037313069815e+00,1.009919490776464e-02
1.071556333356802e+00,1.327189012582479e+00,1.013415410846405e-02
1.075265614468877e+00,1.319386711789644e+00,1.016923432333585e-02
1.078987735565133e+00,1.311630141262835e+00,1.020443597128062e-02
1.082722741092240e+00,1.303919033151459e+00,1.023975947264904e-02
1.086470675650722e+00,1.296253121173569e+00,1.027520524924681e-02
1.090231583995494e+00,1.288632140606674e+00,1.031077372433980e-02
1.094005511036394e+00,1.281055828278606e+00,1.034646532265901e-02
1.097792501838718e+00,1.273523922558446e+00,1.038228047040571e-02
1.101592601623760e+00,1.266036163347490e+00,1.041821959525649e-02
1.105405855769349e+00,1.258592292070285e+00,1.045428312636837e-02
1.109232309810396e+00,1.251192051665701e+00,1.049047149438393e-02
1.113072009439435e+00,1.243835186578067e+00,1.052678513143649e-02
1.116925000507166e+00,1.236521442748356e+00,1.056322447115520e-02
1.120791329023006e+00,1.229250567605414e+00,1.059978994867025e-02
