# modelo=pao_beta2.25_mu0.033
# epsilon=1.0
# C_k=1.5
# beta=2.25
# nu=0.01
# eta=3.162277660168e-02
# Re_nominal=100
# k_range=[1.000000e+00,1.000000e+03]
# n_points=2000
k,E(k),k_eta
1.000000000000000e+00,1.466626855790004e+00,3.162277660168379e-02
1.003461582929995e+00,1.457886557118283e+00,3.173224146536722e-02
1.006935148416371e+00,1.449197650469681e+00,3.184208525075421e-02
1.010420737937741e+00,1.440559834672837e+00,3.195230926951367e-02
1.013918393116299e+00,1.431972810320524e+00,3.206291483785494e-02
1.017428155718318e+00,1.423436279759320e+00,3.217390327654353e-02
1.020950067654649e+00,1.414949947079329e+00,3.228527591091692e-02
1.024484170981219e+00,1.406513518103982e+00,3.239703407090032e-02
1.028030507899538e+00,1.398126700379879e+00,3.250917909102261e-02
1.031589120757197e+00,1.389789203166698e+00,3.262171231043225e-02
1.035160052048379e+00,1.381500737427168e+00,3.273463507291324e-02
1.038743344414362e+00,1.373261015817088e+00,3.284794872690125e-02
1.042339040644032e+00,1.365069752675418e+00,3.296165462549963e-02
1.045947183674393e+00,1.356926664014420e+00,3.307575412649565e-02
1.049567816591076e+00,1.348831467509858e+00,3.319024859237664e-02
1.053200982628860e+00,1.340783882491256e+00,3.330513939034629e-02
1.056846725172182e+00,1.332783629932216e+00,3.342042789234102e-02
1.060505087755659e+00,1.324830432440788e+00,3.353611547504627e-02
1.064176114064607e+00,1.316924014249896e+00,3.365220351991303e-02
1.067859847935561e+00,1.309064101207826e+00,3.376869341317427e-02
1.071556333356802e+00,1.301250420768766e+00,3.388558654586155e-02
1.075265614468877e+00,1.293482701983397e+00,3.400288431382156e-02
1.078987735565133e+00,1.285760675489551e+00,3.412058811773288e-02
1.082722741092240e+00,1.278084073502908e+00,3.423869936312261e-02
1.086470675650722e+00,1.270452629807763e+00,3.435721946038322e-02
1.090231583995494e+00,1.262866079747834e+00,3.447614982478937e-02
1.094005511036394e+00,1.255324160217135e+00,3.459549187651480e-02
1.097792501838718e+00,1.247826609650892e+00,3.471524704064933e-02
1.101592601623760e+00,1.240373168016522e+00,3.483541674721580e-02
1.105405855769349e+00,1.232963576804657e+00,3.495600243118722e-02
1.109232309810396e+00,1.225597579020223e+00,3.507700553250387e-02
1.113072009439435e+00,1.218274919173576e+00,3.519842749609053e-02
1.116925000507166e+00,1.210995343271684e+00,3.532026977187365e-02
1.120791329023006e+00,1.203758598809358e+00,3.544253381479879e-02
